series,wavelengths,data
"[""Last Measure""]",,"[[98.32074110014673,102.17400933414763,106.02727756814852,109.88054580214941,113.7338140361503,117.5870822701516,121.44035050415249,125.29361873815338,129.14688697215428,133.00015520615557,136.85342344015646,140.70669167415736,144.55995990815825,148.41322814215914,152.26649637616003,156.11976461016133,159.97303284416222,163.8263010781631,167.6795693121644,171.5328375461653,175.3861057801662,179.23937401416708,183.09264224816798,186.94591048216887,190.79917871617016,194.65244695017105,198.50571518417195,202.35898341817284,206.21225165217413,210.06551988617503,213.91878812017592,217.7720563541768,221.6253245881777,225.4785928221786,229.3318610561799,233.18512929018078,237.03839752418168,240.89166575818297,244.74493399218386,248.59820222618475,246.8023290131063,244.34881944370164,241.89530987429697,239.44180030489207,236.98829073548742,234.53478116608278,232.08127159667814,229.6277620272732,227.17425245786856,224.72074288846392,222.26723331905927,219.81372374965463,217.36021418024995,214.90670461084505,212.4531950414404,209.99968547203576,207.54617590263086,205.09266633322622,202.63915676382157,200.1856471944169,197.73213762501226,195.2786280556076,192.8251184862027,190.37160891679804,187.9180993473934,185.46458977798875,183.01108020858385,180.5575706391792,178.10406106977456,175.6505515003699,173.19704193096524,170.7435323615606,168.2900227921557,165.83651322275102,163.3830036533464,160.9294940839415,158.47598451453683,156.0224749451322,153.56896537572754,151.11545580632287,148.66194623691825,146.20843666751333,143.75492709810868,141.30141752870404,138.8479079592991,136.3943983898945,133.94088882048982,131.48737925108517,129.03386968168053,126.58036011227587,124.12685054287122,121.67334097346632,119.21983140406167,116.76632183465676,114.31281226525212,111.85930269584748,109.4057931264428,106.95228355703816,104.49877398763351,102.04526441822887,99.59175484882422,97.13824527941932,94.68473571001465,93.70470937110773,95.95375980972865,98.20281024834958,100.4518606869705,102.70091112559143,104.94996156421237,107.1990120028333,109.44806244145445,111.6971128800754,113.94616331869655,116.19521375731748,118.4442641959384,120.69331463455933,122.94236507318027,125.1914155118012,127.44046595042212,129.68951638904306,131.9385668276642,134.18761726628514,136.4366677049063,138.68571814352723,140.93476858214817,143.18381902076908,145.43286945939002,147.68191989801096,149.93097033663187,152.18002077525304,154.42907121387398,156.67812165249512,158.92717209111606,161.176222529737,163.42527296835792,165.67432340697886,167.92337384559977,170.1724242842207,172.42147472284188,174.67052516146282,176.91957560008373,179.16862603870487,181.4176764773258,183.66672691594675,185.9157773545677,188.1648277931886,190.41387823180952,192.66292867043046,194.91197910905163,197.16102954767257,199.41007998629374,201.65913042491465,203.90818086353556,206.1572313021565,208.40628174077744,210.65533217939839,212.9043826180193,215.15343305664047,217.40248349526138,219.65153393388232,221.9005843725035,224.1496348111244,226.39868524974534,228.64773568836628,230.8967861269872,233.14583656560814,235.39488700422905,239.31948906729326,243.86084091450954,248.40219276172488,252.94354460894021,257.4848964561555,262.0262483033709,266.56760015058626,271.10895199780157,275.6503038450169,280.19165569223225,284.7330075394485,289.2743593866629,293.8157112338792,298.35706308109457,302.8984149283099,307.4397667755252,311.98111862274055,316.5224704699559,321.06382231717123,325.6051741643875,330.1465260116019,334.6878778588182,339.2292297060335,343.77058155324886,348.3119334004642,352.85328524767954,357.39463709489485,361.9359889421102,366.4773407893265,371.0186926365409,375.56004448375717,380.10139633097253,384.64274817818784,389.18410002540315,393.7254518726185,398.2668037198339,402.8081555670492,407.3495074142645,411.8908592614799,416.43221110869615,420.97356295591146,425.5149148031268,430.0562666503422,434.5976184975575,439.1389703447728,443.6803221919882,448.22167403920355,452.76302588641886,457.30437773363514,461.84572958084954,466.3870814280658,470.9284332752811,475.4697851224965,480.01113696971186,484.55248881692717,489.0938406641425,493.63519251135784,498.1765443585741,502.7178962057885,507.2592480530048,511.80059990022016,516.3419517474355,520.8833035946508,525.4246554418662,529.9660072890815,534.5073591362968,539.048710983513,543.5900628307274,548.1314146779438,552.6727665251591,557.2141183723745,561.7554702195898,565.9588817916114,565.3297767738153,564.7006717560192,564.0715667382232,563.4424617204271,562.8133567026309,562.1842516848349,561.5551466670388,560.9260416492427,560.2969366314467,559.6678316136506,559.0387265958545,558.4096215780585,557.7805165602624,557.1514115424662,556.5223065246703,555.8932015068741,555.264096489078,554.634991471282,554.0058864534859,553.3767814356898,552.7476764178938,552.1185714000977,551.4894663823015,550.8603613645056,550.2312563467094,549.6021513289134,548.9730463111173,548.3439412933212,547.7148362755252,547.0857312577291,546.456626239933,545.8275212221369,545.1984162043409,544.5693111865447,543.9402061687487,543.3111011509526,542.6819961331565,542.0528911153605,541.4237860975644,540.7946810797683,540.1655760619723,539.5364710441762,538.90736602638,538.278261008584,537.6491559907879,537.0200509729918,536.3909459551958,535.7618409373997,535.1327359196036,534.5036309018076,533.8745258840115,533.2454208662153,532.6163158484194,531.9872108306232,531.3581058128271,530.7290007950311,530.099895777235,529.470790759439,528.8416857416429,528.2125807238468,527.5834757060505,526.9543706882547,526.3252656704584,525.1758357703468,523.4693884095749,521.7629410488031,520.0564936880313,518.3500463272594,516.6435989664876,514.9371516057155,513.2307042449439,511.5242568841718,509.81780952339994,508.11136216262815,506.4049148018563,504.6984674410845,502.99202008031267,501.2855727195408,499.5791253587687,497.8726779979972,496.166230637225,494.45978327645355,492.75333591568136,491.0468885549096,489.3404411941377,487.6339938333659,485.9275464725941,484.2210991118219,482.51465175105045,480.80820439027826,479.10175702950676,477.3953096687346,475.6888623079628,473.98241494719093,472.27596758641914,470.5695202256473,468.8630728648751,467.15662550410366,465.45017814333147,463.74373078256,462.03728342178783,460.330836061016,458.6243887002442,456.91794133947235,455.21149397870056,453.5050466179287,451.79859925715687,450.09215189638473,448.38570453561323,446.67925717484104,444.9728098140696,443.2663624532974,441.55991509252556,439.85346773175377,438.1470203709819,436.44057301021013,434.73412564943794,433.0276782886665,431.3212309278943,429.6147835671228,427.90833620635067,426.2018888455788,424.495441484807,422.7889941240352,421.08254676326334,419.37609940249115,417.6696520417197,415.9632046809475,414.25675732017606,412.5503099594039,410.84386259863203,409.13741523786024,407.4309678770884,405.7245205163166,404.0180731555444,402.3116257947729,400.2902187255493,398.19844454137785,396.1066703572055,394.01489617303355,391.9231219888617,389.83134780468976,387.73957362051783,385.6477994363459,383.556025252174,381.46425106800166,379.3724768838302,377.2807026996578,375.18892851548634,373.097154331314,371.0053801471421,368.91360596297017,366.82183177879824,364.7300575946264,362.638283410454,360.5465092262825,358.4547350421102,356.3629608579387,354.27118667376635,352.1794124895944,350.0876383054225,347.99586412125063,345.9040899370787,343.81231575290633,341.72054156873486,339.62876738456254,337.53699320039107,335.4452190162187,333.35344483204676,331.2616706478749,329.16989646370297,327.07812227953104,324.9863480953587,322.8945739111872,320.8027997270149,318.7110255428434,316.619251358671,314.52747717449915,312.43570299032723,310.3439288061553,308.2521546219834,306.16038043781145,304.0686062536396,301.9768320694672,299.88505788529574,297.7932837011234,295.7015095169515,293.60973533277956,291.51796114860764,289.4261869644357,287.33441278026385,285.2426385960919,283.15086441191954,281.0590902277481,278.96731604357575,276.8755418594043,274.7837676752319,272.69199349106,270.6002193068881,268.5084451227162,266.41667093854426,264.32489675437193,262.2331225702004,260.1413483860281,258.0495742018566,255.95780001768426,253.86602583351234,251.77425164934044,249.68247746516852,247.59070328099662,245.49892909682427,243.40715491265277,241.31538072848045,239.22360654430895,237.1318323601366,235.0400581759647,232.94828399179278,230.85650980762088,228.76473562344896,226.67296143927703,224.58118725510514,222.48941307093278,220.3976388867613,218.30586470258896,216.21409051841704,214.12231633424514,212.03054215007322,211.6698255322954,211.3347587293388,210.9996919263822,210.66462512342554,210.329558320469,209.99449151751233,209.6594247145558,209.32435791159915]]"

