placement	415_mean	415_ptp	415_std	415_median	415_var	445_mean	445_ptp	445_std	445_median	445_var	480_mean	480_ptp	480_std	480_median	480_var	515_mean	515_ptp	515_std	515_median	515_var	555_mean	555_ptp	555_std	555_median	555_var	590_mean	590_ptp	590_std	590_median	590_var	630_mean	630_ptp	630_std	630_median	630_var	680_mean	680_ptp	680_std	680_median	680_var	910_mean	910_ptp	910_std	910_median	910_var
uncoupled moving coupled	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous
uncoupled	1634.875	36	13.7471	1630.5	188.982	6826.250	158	59.1747	6807.5	3501.64	3145.625	62	22.953	3138.0	526.839	9389.875	204	76.1323	9369.0	5796.12	14188.500	474	146.862	14184.0	21568.6	16150.500	423	141.753	16134.0	20094	14544.500	298	113.504	14522.5	12883.1	7611.625	155	58.302	7602.5	3399.12	1402.500	49	17.411	1399.5	303.143
moving	2157.625	1005	460.544	2315.0	212101	8926.000	4022	1852.67	9543.0	3.43237e+06	4118.250	1870	854.82	4401.5	730718	12314.250	5626	2567.77	13170.5	6.59346e+06	18255.625	8139	3648.08	18231.5	1.33085e+07	20611.375	8966	4021.76	20569.0	1.61746e+07	18549.500	8047	3604.16	18580.5	1.299e+07	9715.375	4213	1889.94	9732.0	3.57186e+06	2276.500	1626	747.631	2467.5	558951
moving	2004.250	385	124.533	2019.0	15508.5	8166.125	1565	505.37	8216.5	255399	3809.750	731	235.272	3845.0	55352.8	11397.125	2137	693.29	11483.5	480650	17969.125	3547	1400.05	18546.5	1.96014e+06	20588.375	3699	1504.46	21247.5	2.26339e+06	18838.375	3254	1332.89	19426.5	1.77661e+06	9883.375	1674	683.431	10187.5	467078	2592.375	544	201.351	2677.5	40542.3
moving	2169.500	433	123.074	2181.5	15147.1	8802.625	1737	491.796	8841.0	241864	4108.000	790	222.693	4122.0	49592.3	12310.250	2374	675.224	12360.0	455927	18178.125	4885	1828.45	17821.5	3.34321e+06	20879.875	5563	2054.96	20525.0	4.22287e+06	19112.125	5043	1858.05	18860.5	3.45237e+06	9999.750	2583	949.864	9879.5	902242	2610.250	799	312.058	2596.0	97380.5
moving	2189.250	561	169.896	2199.0	28864.8	8892.000	2284	693.369	8916.0	480761	4145.750	1056	322.85	4160.0	104232	12423.125	3164	956.702	12478.5	915278	18788.125	2359	833.821	18785.5	695257	21559.000	2787	999.473	21540.5	998945	19688.125	2624	929.23	19695.0	863469	10321.875	1389	494.889	10313.5	244915	2759.125	258	94.872	2762.5	9000.7
moving	1635.750	2455	1024.05	2014.0	1.04867e+06	6645.125	10012	4170.87	8172.0	1.73961e+07	3101.750	4647	1936.23	3800.5	3.74897e+06	9312.125	13986	5844.18	11489.0	3.41544e+07	11474.125	21099	9749.48	15582.0	9.50523e+07	13122.125	24212	11183.4	17792.5	1.25067e+08	11969.250	22029	10177.1	16222.5	1.03572e+08	6254.500	11534	5327.66	8466.0	2.8384e+07	1727.625	3027	1421.49	2480.0	2.02062e+06
moving	314.750	728	359.648	148.0	129346	1020.625	2364	1168.62	501.5	1.36568e+06	406.625	898	443.761	209.5	196924	1247.750	2917	1441.72	586.0	2.07857e+06	2219.500	4475	2323.91	2015.0	5.40058e+06	2409.500	4916	2554.49	2187.0	6.52544e+06	2136.500	4288	2235.52	1966.5	4.99756e+06	1172.875	2364	1237.33	1094.5	1.53098e+06	346.750	637	331.596	322.5	109956
moving	1689.375	2916	1442.99	2192.5	2.08222e+06	6947.375	12308	6103.86	9085.0	3.7257e+07	2723.000	4682	2317.45	3533.5	5.37057e+06	8148.875	14360	7117.6	10631.0	5.06603e+07	12065.375	23784	12689.7	12082.0	1.61029e+08	12359.500	24341	12979	12383.0	1.68456e+08	9469.125	18402	9795.34	9500.0	9.59486e+07	4751.625	8932	4723.69	4790.5	2.23132e+07	1871.375	2598	1314.23	1940.0	1.7272e+06
moving	1370.000	3402	1730.66	150.5	2.99518e+06	5561.375	14588	7436.73	260.5	5.53049e+07	2597.000	6498	3305.58	270.0	1.09269e+07	7591.375	19734	10064.5	433.0	1.01293e+08	14760.000	29458	15482.7	14454.0	2.39715e+08	16467.375	32688	17247.8	16217.5	2.97485e+08	14928.625	29146	15465.4	14839.5	2.3918e+08	7808.750	14696	7793.57	7795.5	6.07398e+07	2548.125	3249	1695.15	2563.5	2.87355e+06
coupled	3587.250	159	48.5644	3595.5	2358.5	15094.375	715	218.716	15132.5	47836.8	6822.000	302	90.0746	6836.5	8113.43	20403.625	896	259.725	20439.0	67456.8	29599.750	826	280.327	29597.5	78583.1	33093.875	747	266.801	33167.5	71183	29853.875	704	270.574	29972.5	73210.4	15311.375	325	126.44	15366.5	15987.1	4187.375	90	30.6591	4194.0	939.982
coupled	3641.250	112	40.7247	3638.0	1658.5	15310.250	482	176.582	15291.5	31181.4	6885.500	200	72.4332	6876.5	5246.57	20570.500	599	219.386	20547.0	48130	29995.500	1111	409.151	30033.5	167404	33721.000	1075	380.966	33765.0	145135	30492.750	762	260.432	30520.5	67824.8	15590.625	370	127.736	15603.0	16316.6	4254.750	124	43.8072	4260.0	1919.07
moving	3130.125	928	374.8	3046.5	140475	13165.125	3992	1578.29	12827.0	2.49098e+06	5894.375	1792	721.774	5704.0	520957	17776.375	5132	2052.2	17373.5	4.21151e+06	23628.500	16487	5504.72	24996.0	3.03019e+07	26195.000	18690	6190.81	27543.0	3.83262e+07	23280.750	16919	5606.6	24277.5	3.1434e+07	11934.875	8579	2835.87	12426.0	8.04218e+06	3413.875	1761	634.552	3507.5	402656
moving	2964.125	1099	337.405	2971.0	113842	12474.125	4681	1461.24	12539.5	2.13521e+06	5601.000	2044	638.255	5627.5	407370	16943.500	6436	1961.46	16984.5	3.84731e+06	20451.250	15405	5851.64	22586.0	3.42417e+07	22759.750	16779	6461.11	25348.0	4.1746e+07	20270.875	14765	5756.98	22785.0	3.31428e+07	10419.875	7376	2874.28	11655.0	8.26146e+06	2987.750	1979	774.272	3381.5	599496
moving	2763.125	2181	891.334	3296.0	794476	11641.250	9570	3861.64	13981.5	1.49123e+07	5218.375	4162	1686.91	6227.0	2.84566e+06	15716.875	12491	5093.69	18763.5	2.59457e+07	24900.375	14746	5445.87	27618.5	2.96575e+07	27802.750	16077	5947.65	30939.5	3.53746e+07	24918.875	14166	5232.67	27731.0	2.73808e+07	12739.000	7107	2626.09	14132.0	6.89636e+06	3490.125	1986	725.744	3859.0	526705
moving	2955.375	803	306.847	2944.5	94154.8	12526.750	3481	1316.83	12439.0	1.73405e+06	5566.250	1496	576.358	5544.0	332189	16725.750	4511	1721.54	16691.0	2.96371e+06	24011.125	7608	2924.43	22497.5	8.55231e+06	26793.750	8382	3230.24	25143.5	1.04344e+07	23956.500	7487	2858.37	22544.5	8.17025e+06	12243.750	3754	1430.29	11560.0	2.04573e+06	3317.500	1215	457.621	3081.0	209417
uncoupled	2238.000	515	166.574	2186.5	27746.9	9465.125	2211	713.882	9245.0	509628	4214.250	961	310.239	4117.5	96247.9	12680.875	2914	940.447	12391.0	884440	18164.875	3393	1051.43	17940.5	1.10551e+06	20300.500	3712	1148.41	20051.5	1.31884e+06	18146.625	3293	1016.57	17922.0	1.03341e+06	9334.125	1667	514.238	9221.5	264440	2421.500	459	142.552	2391.5	20321.1
uncoupled	1929.250	136	47.4545	1921.0	2251.93	8138.375	583	202.832	8106.0	41140.8	3634.625	256	88.6017	3619.5	7850.27	10907.625	798	275.998	10863.0	76175.1	15973.500	1087	362.245	15954.0	131222	17905.000	1176	383.9	17881.0	147379	16026.125	1023	327.191	16001.5	107054	8258.000	517	165.839	8245.0	27502.6	2129.500	130	42.0238	2124.5	1766
uncoupled	1855.250	40	14.028	1858.0	196.786	7834.125	171	59.6931	7838.0	3563.27	3493.500	76	26.6029	3499.0	707.714	10459.375	230	80.8454	10478.5	6535.98	15403.500	332	105.927	15415.0	11220.6	17266.750	346	108.888	17276.0	11856.5	15442.375	333	97.4459	15434.0	9495.7	7960.625	167	48.7733	7957.0	2378.84	2060.375	37	11.7466	2062.0	137.982
moving	2590.375	1431	746.779	2601.5	557678	10877.125	5902	3079.48	10922.5	9.48321e+06	4432.125	1806	934.114	4450.5	872568	13313.125	5479	2828.96	13374.5	8.00303e+06	19373.000	21982	7993.74	20943.5	6.38999e+07	20319.875	22362	7871.67	22112.5	6.19632e+07	16274.625	16773	5687.31	17916.5	3.23455e+07	8165.375	8050	2721.47	8994.5	7.40638e+06	2578.250	2335	881.22	2726.5	776549
coupled	3600.500	311	90.7146	3592.0	8229.14	16003.750	1182	345.853	15944.5	119614	6878.375	501	152.349	6876.5	23210.3	20225.500	1529	449.986	20146.0	202487	28621.250	1787	622.168	28387.0	387093	30668.625	1177	425.501	30555.0	181051	27012.750	505	186.081	26961.0	34626.2	13756.750	225	91.2716	13732.0	8330.5	4006.750	104	36.9507	4004.5	1365.36
coupled	3650.000	52	14.7938	3651.0	218.857	16196.750	244	69.5408	16196.0	4835.93	6976.875	103	29.7918	6974.5	887.554	20429.250	279	80.6646	20431.5	6506.79	28700.000	333	107.463	28685.5	11548.3	30792.625	349	121.635	30763.0	14795.1	27206.500	308	118.272	27161.5	13988.3	13870.875	152	58.7499	13849.0	3451.55	4030.375	45	16.1682	4025.5	261.411
coupled	3679.000	19	5.65685	3678.5	32	16334.250	71	24.6562	16335.0	607.929	7050.125	47	14.798	7046.0	218.982	20560.875	75	29.4349	20567.0	866.411	28801.875	128	50.1297	28798.5	2512.98	31005.625	132	51.5806	30978.5	2660.55	27524.375	198	69.251	27548.0	4795.7	14042.750	120	42.2738	14056.0	1787.07	4070.250	24	8.3794	4072.0	70.2143
coupled	3695.250	21	7.47854	3694.0	55.9286	16399.000	102	37.0521	16395.5	1372.86	7108.875	50	18.13	7110.5	328.696	20655.000	116	44.1944	20655.5	1953.14	28869.750	157	58.2991	28865.5	3398.79	31086.375	156	51.1802	31081.5	2619.41	27657.500	116	40.6026	27666.0	1648.57	14132.250	58	20.9131	14139.0	437.357	4085.625	16	5.18066	4085.5	26.8393
moving	3550.375	1295	445.878	3697.5	198807	15716.125	5930	2038.05	16383.5	4.15363e+06	6805.375	2506	867.743	7096.5	752977	19813.500	6989	2413.31	20616.5	5.82406e+06	27871.250	8691	2949.28	28821.5	8.69827e+06	30102.250	9283	3187.73	31168.5	1.01616e+07	26822.875	8295	2887.75	27810.0	8.33913e+06	13692.625	4228	1473.41	14197.0	2.17093e+06	4009.500	796	271.343	4099.0	73627.1
uncoupled	2589.625	72	22.6396	2584.0	512.554	11321.625	308	98.2896	11289.0	9660.84	4923.250	129	40.4395	4911.5	1635.36	14593.625	398	125.333	14566.5	15708.3	20391.625	410	124.92	20390.0	15605.1	21999.250	440	134.601	21996.5	18117.4	19454.125	404	124.752	19447.0	15563	9936.250	209	64.4089	9932.0	4148.5	3309.750	56	17.5804	3308.5	309.071
uncoupled	2584.125	71	25.3402	2583.5	642.125	11305.625	307	110.032	11303.5	12107.1	4918.250	139	50.2956	4918.0	2529.64	14550.875	380	138.753	14550.5	19252.4	20447.250	744	266.617	20459.0	71084.5	22054.875	822	290.683	22065.0	84496.7	19514.500	771	267.848	19519.5	71742.6	9969.125	400	138.781	9971.5	19260.1	3306.500	88	30.5894	3308.0	935.714
uncoupled	2687.500	55	18.7083	2685.0	350	11764.375	241	82.7802	11754.0	6852.55	5119.375	102	35.3753	5115.5	1251.41	15106.125	287	97.1779	15096.0	9443.55	21172.375	349	110.267	21206.0	12158.8	22855.875	388	124.097	22889.0	15400.1	20248.125	347	114.175	20281.5	13035.8	10345.875	177	58.7475	10363.5	3451.27	3392.875	41	13.2173	3397.0	174.696
uncoupled	2697.000	129	43.2104	2694.5	1867.14	11803.125	558	186.513	11795.5	34787	5136.000	243	81.0943	5129.0	6576.29	15134.125	683	227.618	15120.5	51809.8	21206.125	911	376.603	21350.0	141830	22867.750	963	401.212	23010.5	160971	20247.750	874	358.554	20360.0	128561	10349.875	450	184.52	10407.0	34047.6	3393.750	95	38.8394	3407.5	1508.5
uncoupled	2722.250	27	8.53145	2722.0	72.7857	11910.750	107	34.6235	11909.5	1198.79	5190.250	58	17.8706	5190.0	319.357	15249.625	187	56.7298	15250.5	3218.27	21298.875	201	77.7164	21322.5	6039.84	23039.125	233	78.9746	23062.5	6236.98	20481.625	216	68.5293	20497.0	4696.27	10470.875	109	34.8197	10479.5	1212.41	3408.625	23	8.03452	3410.0	64.5536
moving	2698.250	851	277.563	2718.5	77041.1	11790.750	3854	1237.1	11901.0	1.53041e+06	5128.250	1646	516.7	5171.0	266979	15166.625	4833	1516.83	15194.5	2.30077e+06	20171.125	12773	4342.35	21360.5	1.8856e+07	21615.250	13682	4613.64	23059.5	2.12857e+07	18959.500	11809	3972.76	20468.5	1.57828e+07	9701.250	5951	1992.47	10466.0	3.96995e+06	3004.875	1214	482.966	3228.0	233256
moving	2144.625	836	311.276	2086.0	96892.8	9380.375	3619	1346.14	9149.5	1.81209e+06	4088.375	1522	591.921	3940.5	350371	12028.000	4727	1760.4	11664.0	3.099e+06	15225.625	8399	2730.61	14305.0	7.45625e+06	16319.625	9298	2942.54	15439.0	8.65857e+06	14374.750	7891	2500.37	13667.0	6.25183e+06	7438.375	4019	1269	7104.0	1.61036e+06	2359.375	948	287.269	2302.0	82523.4
moving	2398.625	1452	546.723	2619.5	298906	10548.125	6371	2408.6	11484.0	5.80133e+06	4555.500	2711	1025.51	4937.5	1.05168e+06	13472.000	8125	3050.98	14657.5	9.30845e+06	19674.875	9796	3359.85	19953.5	1.12886e+07	21135.000	10825	3653.03	21331.0	1.33446e+07	18351.625	9723	3248.83	18666.5	1.05549e+07	9376.250	4918	1646.41	9567.0	2.71067e+06	2735.500	1796	567.804	2845.5	322401
moving	2093.250	2939	1070.2	2154.0	1.14532e+06	8655.000	13150	5296.71	9448.5	2.80551e+07	3750.750	5484	2148.82	4039.5	4.61744e+06	11230.375	16587	6441.95	12076.5	4.14987e+07	14110.375	17084	5923.32	13121.0	3.50857e+07	16607.875	13364	4637.58	14054.5	2.15072e+07	14557.375	10755	3679.89	12734.5	1.35416e+07	7324.375	5479	1917.32	6223.0	3.67612e+06	2161.875	1850	691.27	1758.5	477854
moving	977.000	843	410.685	1274.0	168662	2509.625	2761	1332.81	3468.0	1.77638e+06	1444.000	827	395.243	1729.0	156217	3805.250	4232	2027.75	5262.0	4.11176e+06	6149.500	7539	3809.41	8908.5	1.45116e+07	9308.000	12475	6400.85	13945.0	4.09708e+07	8686.500	11361	5704.88	12817.5	3.25457e+07	4758.375	4102	2055.95	6247.0	4.22693e+06	1734.125	1576	425.547	1708.0	181090
coupled	3742.750	403	130.719	3779.5	17087.4	16570.375	1831	594.071	16740.5	352920	7274.500	753	245.041	7347.5	60044.9	21019.750	2113	688.072	21218.5	473443	30112.750	741	266.799	30070.0	71181.6	32479.500	466	163.261	32427.5	26654	28870.500	195	67.4727	28842.0	4552.57	14806.250	117	40.4466	14790.5	1635.93	4273.375	56	19.1605	4267.0	367.125
coupled	3891.500	97	34.3262	3902.0	1178.29	17269.750	496	176.406	17311.5	31119.1	7571.375	222	79.259	7583.0	6281.98	21815.875	568	201.134	21849.5	40454.7	30994.375	609	215.76	31030.5	46552.3	33241.625	658	232.114	33260.0	53876.8	29408.750	582	206.472	29418.5	42630.8	15098.000	305	108.32	15106.5	11733.1	4365.500	84	29.549	4367.5	873.143
coupled	3911.500	38	15.1375	3917.0	229.143	17351.375	159	62.016	17368.5	3845.98	7620.500	58	21.1862	7624.5	448.857	21932.125	166	65.1097	21951.0	4239.27	31063.500	352	113.188	31099.0	12811.4	33312.750	308	97.5569	33335.5	9517.36	29498.000	223	69.1603	29509.0	4783.14	15153.625	114	35.1971	15159.0	1238.84	4377.625	40	12.6371	4380.5	159.696
coupled	3928.500	25	8.94427	3929.0	80	17432.250	101	35.1598	17433.0	1236.21	7653.500	42	15.2877	7653.0	233.714	21997.625	116	37.8981	21997.0	1436.27	31149.375	192	54.0342	31138.5	2919.7	33412.625	203	66.2871	33395.5	4393.98	29570.875	204	66.8077	29556.5	4463.27	15195.125	102	33.4085	15186.5	1116.12	4389.375	26	8.50105	4387.5	72.2679
uncoupled	2065.625	600	191.813	2026.5	36792.3	8910.875	2689	859.648	8735.0	738994	3938.750	1151	367.264	3863.5	134883	11589.625	3386	1078.04	11375.0	1.16217e+06	15592.250	2794	944.48	15783.0	892042	16799.250	3102	1050.74	17007.5	1.10405e+06	15081.375	2810	949.738	15256.0	902002	7659.125	1403	474.958	7747.0	225585	2831.375	296	101.365	2851.5	10274.8
uncoupled	2205.125	189	84.7575	2217.5	7183.84	9514.875	839	376.266	9570.5	141576	4190.875	349	157.086	4213.5	24676.1	12365.125	1055	473.215	12434.0	223932	17454.375	1447	587.945	17618.0	345679	18847.000	1575	643.636	19018.0	414268	16891.500	1344	550.624	17025.0	303187	8576.750	692	283.998	8643.5	80655.1	3023.750	145	59.1602	3039.0	3499.93
uncoupled	2211.875	100	33.1638	2222.5	1099.84	9553.750	443	146.784	9600.5	21545.6	4205.375	184	60.8016	4225.0	3696.84	12406.375	560	185.273	12469.5	34326	17449.125	626	209.823	17523.5	44025.8	18852.000	666	225.507	18944.0	50853.4	16898.000	568	194.901	16981.0	37986.3	8581.000	282	96.7205	8623.0	9354.86	3014.625	72	24.1184	3024.0	581.696
moving	2420.125	799	327.439	2233.0	107216	10504.750	3639	1504.24	9643.0	2.26272e+06	4624.500	1611	665.128	4243.0	442395	13615.750	4768	1931.16	12517.0	3.72937e+06	17530.000	5854	1700.42	17478.0	2.89142e+06	18885.625	6134	1774.22	18883.0	3.14786e+06	16826.875	5270	1512.6	16930.5	2.28795e+06	8559.500	2616	748.257	8600.0	559889	2967.125	591	191.359	3018.0	36618.4
moving	2333.750	1165	350.472	2282.5	122831	10104.250	5211	1584.86	9814.5	2.51178e+06	4451.750	2296	697.314	4298.0	486247	13074.125	6801	2058.07	12712.0	4.23566e+06	16032.750	16211	4700.25	15557.5	2.20924e+07	17393.875	17674	5140.44	16928.0	2.64242e+07	15459.125	15559	4548.38	15170.5	2.06878e+07	8037.250	7685	2271.55	7896.5	5.15993e+06	2539.625	1908	565.268	2453.5	319527
moving	1800.250	1410	547.496	1654.5	299752	7757.375	6366	2422.59	7130.5	5.86894e+06	3436.750	2583	1004.21	3140.5	1.00844e+06	10010.250	7992	3082.95	9191.0	9.5046e+06	16789.375	11270	4111.48	17670.0	1.69042e+07	18086.875	12169	4380.28	19112.0	1.91869e+07	15978.750	10819	3837.01	16841.0	1.47226e+07	8249.625	5484	1928.21	8669.5	3.718e+06	2480.750	1693	562.191	2651.0	316058
moving	2308.625	1896	529.5	2326.5	280371	10059.375	8325	2337.01	10136.5	5.46163e+06	4385.500	3474	977.646	4433.5	955792	12862.750	10514	2942.91	12917.0	8.66073e+06	17532.875	10520	3357.14	16709.0	1.12704e+07	18908.875	11285	3568.24	18215.5	1.27324e+07	16632.375	9999	3147.15	16158.0	9.90458e+06	8555.875	5064	1590.21	8334.5	2.52878e+06	2662.500	1135	373.161	2668.5	139249
moving	2536.500	1851	563.419	2662.0	317441	11015.125	8170	2459.75	11400.5	6.05038e+06	4784.000	3491	1047.7	4980.5	1.09769e+06	14079.500	10335	3124.19	14640.0	9.76053e+06	19619.500	12487	3837.43	20948.5	1.47259e+07	21024.000	13197	4092.24	22661.5	1.67465e+07	18256.500	11100	3487.87	19836.0	1.21652e+07	9385.500	5611	1762.41	10204.0	3.10608e+06	2849.750	1649	484.766	2986.0	234998
coupled	3715.875	150	55.6865	3729.0	3100.98	16561.750	691	257.683	16623.5	66400.8	7291.625	299	110.477	7316.5	12205.1	20784.625	870	323.815	20856.0	104856	29327.250	1617	542.368	29451.5	294163	31863.125	1314	436.509	31963.0	190540	28355.625	882	287.933	28439.5	82905.1	14498.375	464	151.476	14540.5	22944.8	4073.000	159	52.7365	4085.5	2781.14
coupled	3812.250	75	28.0802	3813.5	788.5	16985.875	304	114.22	16996.0	13046.1	7480.000	114	43.625	7488.0	1903.14	21330.875	354	138.493	21347.0	19180.4	30142.250	604	219.623	30169.0	48234.2	32527.875	459	162.435	32539.5	26385.3	28802.250	274	90.8291	28810.0	8249.93	14725.375	140	45.8848	14731.0	2105.41	4150.625	52	17.7195	4151.5	313.982
coupled	3867.625	48	15.8108	3870.0	249.982	17243.750	263	91.3654	17258.0	8347.64	7581.750	118	42.135	7584.0	1775.36	21638.500	331	115.058	21650.0	13238.3	30628.125	514	193.542	30632.5	37458.7	32925.750	519	203.104	32931.5	41251.4	29044.750	370	147.477	29048.0	21749.4	14849.250	177	70.9623	14852.0	5035.64	4198.500	61	23.6341	4201.0	558.571
moving	3784.000	1049	366.559	3912.0	134365	16824.125	4854	1701.3	17419.5	2.89441e+06	7387.375	2149	754.97	7651.5	569979	21139.750	5897	2067.62	21860.5	4.27507e+06	29804.000	9284	3229.97	30954.0	1.04327e+07	31967.000	9925	3466.67	33205.5	1.20178e+07	28145.000	8643	3026.96	29220.5	9.16247e+06	14377.625	4461	1562.8	14932.5	2.44233e+06	4128.000	820	285.022	4228.5	81237.7
uncoupled	2839.500	112	39.1335	2840.5	1531.43	12440.500	500	176.187	12443.0	31041.7	5431.000	232	80.2621	5429.0	6442	15813.750	607	213.794	15812.5	45707.9	22265.375	1197	408.123	22245.5	166564	23980.750	1501	525.509	24058.0	276159	21246.625	1473	528.429	21380.0	279237	10809.000	748	266.965	10873.5	71270.6	3450.500	146	49.9171	3452.5	2491.71
uncoupled	2969.000	43	17.5336	2967.0	307.429	13023.000	218	81.163	13006.5	6587.43	5674.875	112	37.8661	5664.0	1433.84	16509.250	283	103.949	16489.0	10805.4	23152.750	647	242.926	23175.5	59013.1	24844.125	659	263.81	24859.0	69595.6	21953.625	556	229.531	21962.0	52684.3	11176.875	290	117.565	11181.5	13821.6	3544.875	70	27.2472	3547.0	742.411
uncoupled	2949.125	106	32.9781	2944.0	1087.55	12919.500	482	149.781	12903.0	22434.3	5644.500	215	66.2118	5634.5	4384	16410.125	601	186.476	16383.5	34773.3	23042.500	847	305.456	23048.5	93303.1	24740.250	880	320.409	24739.5	102662	21912.625	741	274.516	21914.0	75358.8	11163.375	385	142.496	11163.5	20305.1	3535.125	90	34.5726	3536.5	1195.27
moving	3173.125	1046	386.259	2943.5	149196	13954.625	4706	1738.83	12921.0	3.02352e+06	6121.625	1976	763.024	5645.0	582205	17763.875	5604	2171.24	16401.0	4.7143e+06	24812.750	8679	2821.21	23836.5	7.95923e+06	26555.250	9142	2949.31	25588.0	8.69843e+06	23320.625	7891	2472.87	22622.5	6.11509e+06	11889.125	3980	1255.01	11532.0	1.57505e+06	3611.000	989	294.003	3539.5	86437.7
moving	2868.875	1166	392.364	3038.0	153949	12532.375	5320	1828.07	13348.5	3.34182e+06	5504.875	2309	778.687	5836.0	606354	16032.500	6786	2255.11	16933.5	5.08554e+06	21041.625	11191	3678.15	21701.0	1.35288e+07	22637.125	12310	4005.8	23292.0	1.60464e+07	19964.750	10914	3518.25	20541.0	1.23781e+07	10214.125	5574	1792.74	10462.5	3.21393e+06	3295.875	973	352.335	3358.5	124140
moving	3178.625	890	254.942	3163.5	64995.4	13910.250	4159	1185.43	13929.5	1.40525e+06	6048.875	1795	513.776	6057.0	263965	17746.125	5324	1498.58	17703.0	2.24574e+06	26402.500	10849	3620.91	27034.0	1.3111e+07	28071.500	11358	3778.92	28743.0	1.42802e+07	24271.625	9527	3147.95	24888.5	9.90956e+06	12400.875	4781	1586.69	12715.5	2.5176e+06	3727.750	1080	335.875	3769.5	112812
moving	3147.750	1483	464.389	3149.0	215657	13653.375	6921	2146.61	13584.0	4.60792e+06	5941.625	2988	933.591	5893.0	871593	17476.625	8472	2666.68	17427.0	7.1112e+06	21990.125	15837	5494.88	21104.5	3.01938e+07	23427.625	17007	5884.27	22394.0	3.46246e+07	20363.250	14737	5085.6	19372.5	2.58633e+07	10414.250	7371	2540.49	9962.0	6.45408e+06	3249.750	1700	565.804	3119.0	320134
moving	3985.125	2370	961.567	4481.0	924612	17655.500	10733	4392.11	19918.5	1.92907e+07	7602.125	4550	1850.26	8552.5	3.42346e+06	21997.875	12838	5228.56	24717.0	2.73378e+07	33499.625	11356	4432.38	35864.5	1.9646e+07	35488.250	11822	4604.12	37911.0	2.11979e+07	30867.625	10707	4125.91	32969.0	1.70231e+07	15754.000	5398	2086.16	16821.0	4.35205e+06	4730.500	1586	611.895	5043.0	374416
coupled	1683.250	53	17.1026	1687.5	292.5	6363.125	209	66.6557	6381.0	4442.98	3183.250	87	28.4592	3191.0	809.929	9600.500	296	95.4972	9631.0	9119.71	14283.625	740	251.372	14332.0	63187.7	16834.375	885	298.51	16878.0	89108.3	16282.625	797	266.62	16323.5	71086.3	8843.125	400	133.478	8868.0	17816.4	2286.250	102	33.9653	2290.0	1153.64
coupled	1667.250	26	8.44732	1665.5	71.3571	6299.875	100	32.9954	6291.5	1088.7	3156.000	44	13.8048	3155.5	190.571	9492.125	137	42.8534	9492.5	1836.41	14173.750	154	53.2024	14168.0	2830.5	16739.250	187	69.4977	16730.0	4829.93	16258.625	217	79.3742	16268.5	6300.27	8840.625	110	40.1281	8844.5	1610.27	2278.250	20	7.59229	2277.0	57.6429
coupled	1665.750	50	18.2972	1668.0	334.786	6295.250	198	71.6016	6304.5	5126.79	3152.000	91	32.6278	3155.5	1064.57	9461.125	289	104.866	9474.5	10997	14103.500	528	180.817	14147.5	32694.9	16682.125	571	198.075	16739.5	39233.8	16242.625	486	170.421	16304.0	29043.4	8831.625	252	88.3612	8864.0	7807.7	2270.875	64	22.6743	2277.5	514.125
moving	1575.500	512	177.668	1635.5	31566	5951.000	1901	659.347	6177.0	434738	2982.000	964	335.469	3097.0	112539	8940.125	2875	1000.8	9283.0	1.00159e+06	13109.750	4780	1635.49	13782.0	2.67482e+06	15556.250	5753	1974.23	16366.0	3.8976e+06	15207.625	5646	1941.54	15998.0	3.76958e+06	8274.125	3089	1062.65	8706.0	1.12922e+06	2167.375	418	142.643	2230.5	20347.1
uncoupled	1048.875	93	27.5029	1047.0	756.411	3986.125	360	104.826	3978.5	10988.4	1976.125	180	54.407	1968.5	2960.12	5953.625	551	164.458	5936.5	27046.6	8757.375	613	214.768	8745.0	46125.1	10297.125	709	251.978	10279.5	63492.7	10015.750	660	238.754	9997.5	57003.6	5423.750	363	132.846	5407.5	17647.9	1795.000	55	20.3119	1797.0	412.571
uncoupled	1061.000	106	32.1692	1063.0	1034.86	4017.000	403	122.423	4025.5	14987.4	1987.500	185	56.3205	1992.0	3172	5992.000	580	175.929	6008.0	30950.9	9046.750	454	160.561	9101.5	25779.9	10679.500	596	215.174	10745.0	46299.7	10408.250	610	223.155	10474.0	49798.2	5633.500	328	119.918	5669.5	14380.3	1832.500	55	19.5229	1839.0	381.143
uncoupled	1140.875	100	33.6513	1156.5	1132.41	4317.750	387	131.587	4376.0	17315.1	2126.625	181	61.5071	2154.5	3783.12	6421.125	564	191.305	6511.5	36597.6	9692.750	702	230.525	9780.0	53141.9	11471.375	782	258.756	11562.0	66954.6	11192.500	716	235.938	11267.5	55666.9	6056.500	381	126.067	6095.5	15892.9	1901.750	71	23.0326	1909.5	530.5
